HandRight.X;HandRight.Y;HandRight.Z;ElbowRight.X;ElbowRight.Y;ElbowRight.Z;HipCenter.X;HipCenter.Y;HipCenter.Z;HandLeft.X;HandLeft.Y;HandLeft.Z;ElbowLeft.X;ElbowLeft.Y;ElbowLeft.Z;
0.3410405;-0.3395155;3.368293;0.1129496;-0.3789104;3.531682;-0.1129347;-0.4083084;3.480338;-0.5293329;-0.3636178;3.283501;-0.3731431;-0.3017198;3.520663;
0.3426388;-0.3392603;3.366106;0.1162856;-0.3802899;3.528925;-0.1129661;-0.4085935;3.480326;-0.5296868;-0.3635036;3.28297;-0.3734202;-0.2988718;3.515962;
0.3414754;-0.3389137;3.366934;0.1134744;-0.3756971;3.530703;-0.1126702;-0.4090977;3.480104;-0.5297128;-0.363524;3.283004;-0.3736886;-0.2989542;3.516068;
0.3421277;-0.3394939;3.367938;0.1124453;-0.3764473;3.533704;-0.1126207;-0.4091198;3.480137;-0.5297243;-0.3635651;3.283056;-0.3741027;-0.3005556;3.517742;
0.3357764;-0.3405406;3.37332;0.1062881;-0.3742452;3.536366;-0.1126128;-0.4091685;3.480407;-0.5298696;-0.3635772;3.283347;-0.3738117;-0.3000441;3.517698;
0.3398474;-0.3410133;3.371473;0.1254026;-0.3405133;3.52636;-0.1122337;-0.4092984;3.480405;-0.5298512;-0.364162;3.283233;-0.3734013;-0.299628;3.517645;
0.3486694;-0.3416365;3.36597;0.0675782;-0.3624518;3.531886;-0.1121798;-0.4089955;3.480679;-0.5297253;-0.3644178;3.283658;-0.3732655;-0.3002081;3.518929;
0.3480156;-0.3416137;3.367116;0.1237537;-0.3347189;3.525476;-0.1120848;-0.4089901;3.480629;-0.5293912;-0.3648092;3.283256;-0.372842;-0.3010617;3.520487;
0.3470683;-0.3417355;3.36964;0.1085543;-0.3604339;3.532328;-0.1121895;-0.4096048;3.480712;-0.52898;-0.3644279;3.28179;-0.3743762;-0.3192715;3.524384;
0.3467408;-0.3426089;3.368585;0.1112363;-0.3653349;3.531901;-0.1121364;-0.4095906;3.480696;-0.5286448;-0.3645763;3.282985;-0.3723367;-0.3117088;3.521703;
0.3465755;-0.3422213;3.366103;0.1164872;-0.3730049;3.529701;-0.1120559;-0.4097555;3.480609;-0.5286589;-0.3642668;3.27839;-0.3743615;-0.3088931;3.521109;
0.3465751;-0.3420837;3.365847;0.1167112;-0.3721677;3.529527;-0.1119646;-0.4097415;3.480558;-0.5287524;-0.3630374;3.276034;-0.380311;-0.330318;3.527887;
0.3419036;-0.3408214;3.364467;0.1158379;-0.3759857;3.530884;-0.1119863;-0.4098502;3.480413;-0.5288317;-0.3632209;3.277153;-0.3723213;-0.3338827;3.531549;
0.3421847;-0.3414326;3.363024;0.116622;-0.3747949;3.530408;-0.1119455;-0.4098516;3.480259;-0.5282298;-0.3633737;3.270851;-0.3691349;-0.3363518;3.526791;
0.3414814;-0.341234;3.363803;0.115141;-0.3752324;3.531564;-0.1119218;-0.4097992;3.48006;-0.5296221;-0.3641167;3.274617;-0.3654856;-0.3380755;3.525564;
0.3437825;-0.3433148;3.367087;0.1220918;-0.3380775;3.526156;-0.1118996;-0.4097354;3.479915;-0.5297222;-0.363856;3.274801;-0.3683189;-0.3186417;3.519201;
0.3422905;-0.3414583;3.365102;0.1164223;-0.3640662;3.528573;-0.1118477;-0.4096915;3.479737;-0.5296124;-0.3637262;3.274684;-0.3654988;-0.328646;3.524595;
0.3429184;-0.3413798;3.363601;0.06695265;-0.3617602;3.539623;-0.1118932;-0.4109542;3.479034;-0.5297017;-0.3638558;3.274755;-0.3664964;-0.3279128;3.526744;
0.3438072;-0.3404674;3.363619;0.1207587;-0.3869233;3.532295;-0.1119835;-0.4111763;3.478836;-0.53019;-0.3637927;3.2751;-0.3684443;-0.3270709;3.522184;
0.3430043;-0.3400731;3.364262;0.05225584;-0.3709676;3.532054;-0.1119286;-0.411034;3.478774;-0.5302907;-0.3638424;3.275682;-0.3677118;-0.3285111;3.522387;
0.3414326;-0.3405097;3.365142;0.05245078;-0.3718672;3.530935;-0.1116948;-0.4110085;3.478534;-0.5305691;-0.3634441;3.276745;-0.3717281;-0.3353985;3.530007;
0.3421427;-0.34068;3.363932;0.1167053;-0.369853;3.520544;-0.1116146;-0.4110441;3.478527;-0.5306215;-0.3634302;3.276812;-0.3716476;-0.3340913;3.531049;
0.3430123;-0.3404126;3.361378;0.1174481;-0.3710993;3.521383;-0.1113682;-0.4111701;3.478368;-0.5309703;-0.3635842;3.278053;-0.3826022;-0.3034281;3.507687;
0.3423461;-0.3403709;3.361508;0.1250879;-0.3494252;3.522325;-0.1109912;-0.410763;3.478344;-0.530939;-0.3636778;3.278528;-0.3788525;-0.3266451;3.526959;
0.3396344;-0.3408547;3.361901;0.1104694;-0.376968;3.530126;-0.1110201;-0.4103673;3.478131;-0.5311276;-0.3635458;3.27916;-0.374747;-0.3240199;3.537495;
0.3415619;-0.3421242;3.3641;0.0517109;-0.3629068;3.513242;-0.111001;-0.4103927;3.478107;-0.5311746;-0.3635202;3.279953;-0.374492;-0.3245687;3.53862;
0.3368155;-0.340546;3.367468;0.1275774;-0.3418835;3.521441;-0.1109373;-0.4105886;3.478118;-0.5318057;-0.361126;3.273684;-0.3644699;-0.3276211;3.5366;
0.3367646;-0.3409373;3.367771;0.1268971;-0.3401471;3.521688;-0.1108688;-0.4106594;3.478152;-0.5318652;-0.3614394;3.274708;-0.3652371;-0.3276519;3.536674;
0.3398441;-0.3400218;3.366798;0.1268441;-0.3401422;3.521696;-0.1110151;-0.4105893;3.477972;-0.5318642;-0.3617372;3.279033;-0.3649002;-0.3302817;3.535607;
0.3412425;-0.3392537;3.363929;0.1236214;-0.362477;3.515465;-0.1109875;-0.4105253;3.477973;-0.5319347;-0.3617636;3.27897;-0.372979;-0.3349814;3.532207;
0.3392354;-0.3402109;3.364397;0.1151622;-0.3720878;3.521547;-0.1111948;-0.4106517;3.477823;-0.5316049;-0.3619671;3.278358;-0.3723;-0.3095587;3.518035;
0.3366423;-0.339936;3.363566;0.1130292;-0.3715301;3.525298;-0.1111882;-0.4105946;3.477771;-0.5314334;-0.3614982;3.278758;-0.3434179;-0.3125161;3.530971;
0.3360441;-0.3396905;3.359426;0.1161256;-0.3752254;3.524059;-0.1111749;-0.41062;3.477731;-0.5313468;-0.3612303;3.278212;-0.3574781;-0.3235811;3.531944;
0.3342772;-0.3408627;3.360378;0.1219111;-0.3531358;3.523446;-0.1113907;-0.4111159;3.477659;-0.53124;-0.3612508;3.27811;-0.3608748;-0.3284423;3.525256;
0.3342993;-0.3410606;3.360906;0.1166255;-0.3615355;3.527608;-0.1115071;-0.4110404;3.477504;-0.5312089;-0.3611779;3.277665;-0.3612365;-0.3276082;3.524483;
0.3337458;-0.3413016;3.360354;0.1126296;-0.362464;3.528699;-0.1115256;-0.4110481;3.477467;-0.5308649;-0.3618211;3.277625;-0.3527694;-0.3184519;3.526894;
0.3366887;-0.3449265;3.361244;0.1223857;-0.3455991;3.525438;-0.1114474;-0.4111468;3.477339;-0.5304257;-0.3622599;3.277998;-0.3554362;-0.3232891;3.523203;
0.3375193;-0.3455356;3.358443;0.1227618;-0.344054;3.524869;-0.1114376;-0.4110444;3.477378;-0.5303533;-0.3633582;3.279028;-0.355378;-0.3238178;3.523312;
0.3375075;-0.3454949;3.358473;0.1165249;-0.3607717;3.521491;-0.1114119;-0.4106684;3.477581;-0.5301194;-0.3629313;3.277081;-0.3569842;-0.3294479;3.523374;
0.336296;-0.344498;3.360882;0.1127397;-0.3627828;3.52364;-0.1114113;-0.4106729;3.47758;-0.5297819;-0.3625362;3.272509;-0.3814501;-0.3377142;3.505531;
0.3354799;-0.3444738;3.361527;0.05164096;-0.3627048;3.526187;-0.1113476;-0.4106667;3.477666;-0.5295445;-0.3633856;3.272847;-0.3679312;-0.3075534;3.507097;
0.3349419;-0.3443478;3.361134;0.05203851;-0.3725742;3.520356;-0.1113578;-0.4106653;3.477666;-0.529828;-0.3638926;3.273699;-0.3616369;-0.3246619;3.518109;
0.3343144;-0.3447911;3.361838;0.1080357;-0.3811316;3.532513;-0.1113053;-0.4107083;3.477735;-0.5281712;-0.3660622;3.276726;-0.3717363;-0.3075266;3.514162;
0.3374768;-0.3419885;3.356864;0.119865;-0.3858301;3.529833;-0.1108026;-0.4104676;3.478091;-0.5271138;-0.3672842;3.277134;-0.3455326;-0.3359136;3.538517;
0.3388033;-0.3440726;3.35539;0.06674787;-0.3787762;3.537179;-0.1107502;-0.4104187;3.478179;-0.526823;-0.3675063;3.277452;-0.3498773;-0.334139;3.532266;
0.3397671;-0.3441123;3.355916;0.06592623;-0.3752314;3.535823;-0.1105372;-0.4103159;3.478411;-0.5248982;-0.3698431;3.279188;-0.351475;-0.3312942;3.531032;
0.3382525;-0.3438347;3.357588;0.06373551;-0.3759018;3.534281;-0.110408;-0.4103382;3.478643;-0.5255249;-0.3697441;3.278901;-0.3499713;-0.3299247;3.532284;
0.3386914;-0.3435987;3.355875;0.1262896;-0.3852197;3.514815;-0.1100886;-0.4096884;3.478879;-0.5264198;-0.3712417;3.275482;-0.3415175;-0.3135008;3.531119;
0.340276;-0.3418311;3.3565;0.1242373;-0.3846556;3.522649;-0.1100471;-0.4097244;3.478932;-0.5278454;-0.3708307;3.276749;-0.3491137;-0.3284517;3.520899;
0.3421559;-0.3426006;3.357505;0.1216808;-0.3835911;3.524596;-0.1100253;-0.4091566;3.479023;-0.5281643;-0.3704837;3.277403;-0.3689075;-0.3086731;3.518291;
0.3422004;-0.3425119;3.357127;0.1217031;-0.3839453;3.524673;-0.1100348;-0.4091493;3.479067;-0.5285464;-0.370347;3.277396;-0.3679151;-0.3181039;3.51992;
0.3424738;-0.3443971;3.35676;0.1218088;-0.3817341;3.524679;-0.1100528;-0.4090743;3.479053;-0.5278906;-0.3697087;3.281328;-0.3695138;-0.3285954;3.52355;
0.3408327;-0.3437327;3.35904;0.1156042;-0.3833474;3.527438;-0.1100429;-0.4093633;3.479064;-0.5276433;-0.3710323;3.287209;-0.3685989;-0.3135968;3.524248;
0.3420266;-0.3444443;3.359041;0.1162488;-0.3826215;3.528635;-0.1100492;-0.4090642;3.479141;-0.5279241;-0.3717366;3.283713;-0.368422;-0.3173746;3.524193;
0.3366064;-0.345909;3.360667;0.1102944;-0.3733205;3.529846;-0.1098091;-0.4089683;3.479396;-0.5279132;-0.3720341;3.284672;-0.3693277;-0.32956;3.533249;
0.3366591;-0.3461988;3.360807;0.1102973;-0.3747398;3.531971;-0.1097931;-0.4090208;3.479347;-0.5274418;-0.3718549;3.284165;-0.3668372;-0.2988687;3.523573;
0.3365588;-0.3462249;3.360667;0.110473;-0.3751949;3.532031;-0.1097822;-0.4089209;3.479367;-0.5271015;-0.3719412;3.288713;-0.3618717;-0.3228344;3.541867;
0.3344064;-0.3477882;3.361485;0.1084135;-0.3723851;3.533876;-0.1101143;-0.4083771;3.479227;-0.5273232;-0.3739752;3.318135;-0.3681134;-0.3046381;3.52809;
0.3379205;-0.3472458;3.35758;0.1150539;-0.3767791;3.524205;-0.1100866;-0.408455;3.479131;-0.5278162;-0.3748031;3.318927;-0.3668151;-0.3032329;3.52199;
0.3389385;-0.345797;3.357781;0.114996;-0.3747886;3.523251;-0.1100287;-0.4089233;3.479112;-0.5282493;-0.374855;3.319013;-0.3672531;-0.3030129;3.522064;
0.3388306;-0.3458151;3.357769;0.1265023;-0.3419535;3.51971;-0.1100631;-0.4088736;3.479103;-0.5283374;-0.3750541;3.319137;-0.3705089;-0.30262;3.525178;
0.3411526;-0.3466457;3.356857;0.127075;-0.3423434;3.519639;-0.1100554;-0.4088742;3.479089;-0.5342567;-0.372983;3.31257;-0.3626795;-0.3139631;3.527324;
0.3405734;-0.346552;3.356357;0.1282127;-0.3418033;3.519694;-0.1100715;-0.4088756;3.479061;-0.5348744;-0.3722765;3.312877;-0.3628674;-0.3141005;3.527957;
0.3405584;-0.3465606;3.356349;0.1205583;-0.3553748;3.523166;-0.1100649;-0.4088828;3.479056;-0.5349547;-0.3726569;3.313555;-0.3621502;-0.315553;3.530228;
0.3401223;-0.3466188;3.355787;0.123546;-0.3505305;3.521937;-0.1098844;-0.40884;3.478838;-0.5350994;-0.3722672;3.31112;-0.3607226;-0.3214167;3.529469;
0.3410573;-0.3459889;3.354727;0.1216184;-0.3655183;3.525538;-0.1098588;-0.4094586;3.478844;-0.535874;-0.3712303;3.31344;-0.3541355;-0.3258561;3.531393;
0.3350681;-0.3460635;3.356759;0.1147845;-0.3647816;3.528321;-0.1098341;-0.4088822;3.479028;-0.5347632;-0.3715273;3.313528;-0.3530073;-0.3288911;3.538125;
0.3486535;-0.3412896;3.342195;0.09434114;-0.3650061;3.533348;-0.109825;-0.4090853;3.47903;-0.5348531;-0.3714793;3.313755;-0.3515076;-0.3299761;3.536639;
0.3480638;-0.3410464;3.343042;0.07432184;-0.3670365;3.530474;-0.1098429;-0.4090852;3.479044;-0.5339531;-0.3726858;3.315705;-0.3512245;-0.3303025;3.537531;
0.3449784;-0.3411613;3.347237;0.06977028;-0.3686263;3.52888;-0.1096972;-0.4087346;3.479019;-0.5333989;-0.3731021;3.317196;-0.3497674;-0.3317448;3.536842;
0.3423119;-0.3403994;3.348976;0.06809808;-0.3691464;3.527735;-0.1099879;-0.4088787;3.478908;-0.5333838;-0.3732355;3.316969;-0.3500378;-0.3305023;3.544363;
0.3365067;-0.3412477;3.34916;0.1062023;-0.3711905;3.522254;-0.1100796;-0.4087965;3.478898;-0.5350474;-0.3723483;3.318218;-0.3526737;-0.3216996;3.539012;
0.3383883;-0.3432679;3.350246;0.06905594;-0.3672939;3.527585;-0.1100906;-0.4088975;3.478837;-0.534771;-0.3725129;3.318048;-0.3506082;-0.3266809;3.538323;
0.3396127;-0.3405862;3.346838;0.07116177;-0.3667836;3.529115;-0.1101067;-0.4089698;3.478734;-0.5351507;-0.3720783;3.317419;-0.3540934;-0.3302544;3.546888;
0.3345595;-0.3394685;3.351692;0.0896778;-0.3625624;3.529568;-0.1101656;-0.4088633;3.478891;-0.5350066;-0.3721173;3.316967;-0.3541245;-0.3314409;3.546592;
0.3371031;-0.3389279;3.348332;0.07798054;-0.3687567;3.529562;-0.1103017;-0.4088151;3.479019;-0.5349773;-0.3719011;3.315829;-0.3545225;-0.332708;3.546477;
0.3384539;-0.3386163;3.347874;0.07677056;-0.3685626;3.53036;-0.1102752;-0.4087805;3.479093;-0.5349464;-0.371725;3.316005;-0.354682;-0.3339193;3.547127;
0.3376964;-0.3378554;3.349659;0.06746315;-0.3702704;3.530869;-0.110428;-0.4087559;3.479136;-0.5350063;-0.3712537;3.316218;-0.3546104;-0.3346543;3.547387;
0.3387425;-0.3376683;3.349214;0.06751634;-0.3721929;3.530544;-0.1105006;-0.4087744;3.479125;-0.5369081;-0.3700595;3.312192;-0.3567684;-0.3360948;3.548412;
0.3396301;-0.338015;3.348532;0.0684665;-0.3731939;3.530671;-0.1105874;-0.4089068;3.479214;-0.5395547;-0.3693734;3.317147;-0.3650514;-0.3147001;3.541497;
0.3380484;-0.3386335;3.35131;0.05942998;-0.3711779;3.520296;-0.1105247;-0.4087684;3.479174;-0.5389652;-0.3691477;3.318962;-0.3556373;-0.321188;3.541954;
0.334729;-0.3387009;3.352878;0.1016467;-0.3690056;3.524643;-0.1105254;-0.4087673;3.479185;-0.5390961;-0.3691403;3.318932;-0.3592999;-0.3195202;3.540549;
0.3392437;-0.3394126;3.346317;0.08679037;-0.3671319;3.530048;-0.1105966;-0.4087849;3.479221;-0.5391302;-0.3689237;3.319091;-0.3593268;-0.3215631;3.542957;
0.3338784;-0.3400892;3.34926;0.09594177;-0.3628479;3.530558;-0.1105207;-0.4097418;3.479168;-0.5403888;-0.3687851;3.320096;-0.3601496;-0.3197711;3.54267;
0.3324528;-0.3404959;3.349156;0.1066196;-0.3760476;3.529092;-0.1106558;-0.4096985;3.479153;-0.5438097;-0.3687927;3.317858;-0.3580546;-0.3294544;3.54687;
0.3323468;-0.3411188;3.350531;0.1062102;-0.3734998;3.529264;-0.1105674;-0.4097764;3.479007;-0.5438412;-0.3686912;3.317853;-0.3596464;-0.3305723;3.551482;
0.3316901;-0.3408548;3.34991;0.1077068;-0.3749073;3.530735;-0.1105624;-0.4097873;3.478997;-0.5437354;-0.3686618;3.318585;-0.358619;-0.3288515;3.544115;
0.3313102;-0.3391615;3.347733;0.07746879;-0.3714654;3.525618;-0.1105876;-0.4097937;3.478971;-0.5459669;-0.3676346;3.314765;-0.3807757;-0.3065069;3.52261;
0.3299314;-0.3399937;3.349195;0.06527132;-0.3739046;3.52221;-0.1106223;-0.4094256;3.478913;-0.54612;-0.3686461;3.317844;-0.3798494;-0.3063458;3.522752;
0.3300205;-0.3399878;3.349889;0.06310885;-0.373739;3.521907;-0.1107551;-0.4093789;3.478884;-0.5461282;-0.368565;3.317557;-0.3775441;-0.3054379;3.524911;
0.3281242;-0.3396541;3.351996;0.09379601;-0.3662962;3.527954;-0.1107088;-0.4093882;3.478873;-0.5454304;-0.3689807;3.317589;-0.3764678;-0.3038245;3.525098;
0.3281771;-0.3397335;3.352211;0.06117552;-0.3681268;3.52357;-0.1107438;-0.4091217;3.478862;-0.5441177;-0.3688036;3.318628;-0.3757481;-0.3041925;3.526142;
0.3293771;-0.3406139;3.349346;0.0614981;-0.367391;3.523889;-0.1107976;-0.4097955;3.478712;-0.5448321;-0.3679378;3.314966;-0.3749295;-0.3055573;3.521149;
0.3292904;-0.3406464;3.349599;0.1104621;-0.385966;3.521866;-0.1108148;-0.4093564;3.478725;-0.5449694;-0.3677975;3.314986;-0.3748833;-0.3054428;3.521355;
0.3339035;-0.3412564;3.345381;0.07930067;-0.3802206;3.521746;-0.1106892;-0.4090811;3.478688;-0.545038;-0.3680758;3.315606;-0.3746269;-0.3052958;3.522145;
0.3360246;-0.3414708;3.343603;0.1207605;-0.3679749;3.510517;-0.1107309;-0.409138;3.478455;-0.5449139;-0.368132;3.315693;-0.3724483;-0.3077224;3.527422;
0.3331638;-0.3423462;3.348115;0.1138601;-0.3763869;3.520729;-0.1106895;-0.4090053;3.47843;-0.5436466;-0.3680665;3.316635;-0.3725585;-0.3077607;3.527538;
0.3315111;-0.3424191;3.350875;0.1180533;-0.3402705;3.523086;-0.1105053;-0.4084316;3.478707;-0.5432254;-0.368453;3.316544;-0.3721186;-0.3053523;3.527798;
0.3368756;-0.3385682;3.344402;0.1276459;-0.375248;3.520961;-0.1104502;-0.4086054;3.478504;-0.541581;-0.3682404;3.317678;-0.3727399;-0.3035542;3.526392;
0.3402092;-0.33829;3.338975;0.08266044;-0.3753443;3.533769;-0.1103957;-0.4083374;3.478269;-0.540148;-0.3692417;3.320397;-0.362588;-0.3037704;3.531919;
